,cone_angl,axial_speed,axial_speed_1,axial_speed_2,axial_speed_3,axial_speed_4,axial_speed_5,axial_speed_6,axial_speed_7,axial_speed_8,axial_speed_9,axial_speed_10,axial_speed_11,axial_speed_12,axial_speed_13,axial_speed_14,axial_speed_15,axial_speed_16,axial_speed_17,axial_speed_18,axial_speed_19,axial_speed_20,axial_speed_21,axial_speed_22,axial_speed_23,axial_speed_24,axial_speed_25,axial_speed_26,axial_speed_27,axial_speed_28,axial_speed_29,Tang_speed,Tang_speed_1,Tang_speed_2,Tang_speed_3,Tang_speed_4,Tang_speed_5,Tang_speed_6,Tang_speed_7,Tang_speed_8,Tang_speed_9,Tang_speed_10,Tang_speed_11,Tang_speed_12,Tang_speed_13,Tang_speed_14,Tang_speed_15,Tang_speed_16,Tang_speed_17,Tang_speed_18,Tang_speed_19,Tang_speed_20,Tang_speed_21,Tang_speed_22,Tang_speed_23,Tang_speed_24,Tang_speed_25,Tang_speed_26,Tang_speed_27,Tang_speed_28
PCA Component 20,0.016310080844053873,0.04937880069371804,0.10079302132892053,-0.001783587987520048,-0.0455415832303977,-0.08974814957111427,-0.07487878163907748,-0.11420859329874691,-0.05393600528679729,-0.014963998489396307,0.06395539098742659,0.16513505601014972,0.14641179808786275,0.21524417987964897,0.12622094039465437,-0.11526848127008457,-0.2131744093839652,-0.2909261104869767,-0.0787462513436791,0.3870115325983457,-0.1272418432777775,-0.03892708889872042,-0.06307727066297514,0.16018352557250948,0.03346999129846501,-0.10021325510387136,-0.08846390210267585,0.24590738256276143,-0.03787520462614057,-0.1350329159114088,0.061625337789714796,-0.17260536418569597,0.22844098823996442,0.20298606157550458,-0.024006129960035393,-0.11835285321171013,-0.1282694601908346,-0.12201402722178219,-0.12243824526182859,-0.07259616752513652,0.009014409796899037,0.03386894749565559,0.097339284049294,0.11465018106972864,0.13449218687562114,0.1057587200907178,0.12113219332833294,0.10723923680922477,0.06975613396995921,0.03463008768236535,-0.0016957498383677145,-0.04458368076178779,-0.07868630313691931,-0.11697149683954793,-0.15942255247867768,-0.1560658610335597,-0.12245987030220785,0.08378249545598176,0.1352265582297829,-0.06230916400178495
PCA Component 21,0.0013718626156239058,0.06025337928973074,-0.026261404526535657,-0.0028002124780878756,-0.014084005463180501,0.03646248345342956,-0.027818715522400592,0.09505461108815785,0.018150060518794447,-0.026548543878560947,-0.033098401160888524,-0.13202132539606906,-0.09740663601443808,-0.07850844582822591,0.24351535425664822,0.2064345801907458,0.05258068262571354,-0.2220049350121975,-0.10810970832290073,0.18247540258584127,-0.058912307203333666,0.054678725446106864,-0.08755630018753992,0.03139073981918424,0.24578032822132492,-0.1295048232816353,-0.25741908702028526,0.12746363067442057,0.04362513246010005,-0.04419650494931332,0.0011903608727023007,-0.1338341941904777,0.4065247236344829,-0.33604123378949075,-0.22183408868181623,-0.002785289124949985,0.1132488643589514,0.14759638892511992,0.18338662784681933,0.09316537807796325,0.0924530839922681,0.014402499197175714,-0.037307471843691445,-0.1423881788494038,-0.1474779514681556,-0.12651366808794992,-0.08491639361737661,-0.062224258245277164,-0.06109205754040278,-0.0012460190487489208,-0.010556317717454458,0.039675392720318406,0.06693032515464865,0.09791855325866872,0.11143163103609166,0.10315387882807309,0.10100512435501087,-0.04728525663755837,-0.11062768118590399,0.052853626165462575
PCA Component 22,0.010841561899501372,-0.016527982290694975,0.14661457581611703,0.05813943563586949,0.03133108895864278,-0.07082554097808413,-0.05229680615603309,-0.08278691823332508,-0.057493934736216085,-0.055521478102641325,0.03126794513728734,0.10353409097497532,0.023997789752750187,0.01315423324004171,-0.01287140613765797,-0.12035431494223975,0.03829121940490299,-0.039236351150447775,0.18886255211193254,-0.07032101187798201,0.014787145906590832,-0.007623576614700145,-0.04144859215371674,-0.10988462087215317,0.45298115349084733,0.008565704235068028,-0.543295470730721,0.2744820658064308,0.019854203884784885,-0.09676143172673601,0.046091399598110996,0.2598096778588034,-0.40525385646174733,-0.05503252476340764,0.11989652933306197,0.10613631322321261,0.08839066547712411,0.05488672539401801,-0.017102017529960704,-0.014756788382645658,-0.013449917785643691,-0.025721551710516648,-0.011844307269446753,0.002967481751748689,-0.0013393397824044376,-0.012192597928531935,-0.02488915218923586,0.011415127865654288,0.005169520130191074,0.01729163775792224,0.01341882359224109,0.005747860890121151,0.007671040581565551,-0.0010883517356193072,-0.032858222930202505,-0.042764004879929554,-0.03343295697949787,0.04402944365502431,-0.001387894613569281,-0.011046052581234835
PCA Component 23,-0.002623681258939897,-0.04175019243610488,-0.006467961076173162,0.011591508979716926,0.023879893759371884,0.03305458682467846,-0.01186098106749886,0.05233415856675765,0.016015892118116222,-0.06967177770258177,-0.05545619357347541,-0.09026640934110583,-0.0753010426493037,-0.0343089159890477,0.12707048230781343,0.13235072961167577,0.04450273188421612,-0.02204909549897731,-0.32491153286808167,0.18507536460040833,-0.0032769001036524123,0.033885185444807196,0.025519612685886997,0.006661441930803584,-0.42660657247218525,0.6112069219041564,-0.32538003504771795,0.07832806992385202,0.02978246030966253,-0.01635242047118962,-0.012571535971952333,0.014466358632931442,-0.07897103218792473,-0.1061047971397609,0.12763621110207835,0.14641084972565566,0.08254103107357437,0.01477498793473005,-0.045698345180618404,-0.04305286146933112,-0.0770690271333961,-0.08067269000322892,-0.05456890689523787,-0.01701087623059486,-0.020256093928234284,0.024441532275803434,0.03818264554760484,0.012244070503275434,0.02877089936931105,0.03707543505621613,0.022782899127061714,0.019211209535513092,0.02064608457373861,-0.002879952853187092,-0.052620029659145806,-0.08414494550812136,-0.10055271749387808,0.0010563885999475854,0.1192363220869326,-0.0349227904134513
PCA Component 24,0.006158054524882019,0.09350791053873969,-0.002492334484568438,-0.02838099501874455,-0.003165619028609394,-0.04233555534114365,-0.048118788364887935,-0.020411191600625662,-0.0271749888393215,-0.04424104570877273,-0.01963509373562697,0.08707409118544032,0.20656945356705597,0.09184015865023196,0.05251942980254889,-0.07430417753975954,-0.29603013717374593,-0.019725582690426985,0.5197307387177058,-0.435547731315912,0.06134971948406481,0.035602012289286444,0.01837452090410524,-0.004798465691537412,-0.16217085402696474,0.36308282088251426,-0.20709141212437387,-0.0022315009581653222,-0.0290362318282871,-0.009408364061845531,0.024491572760620584,-0.13263787197956078,0.31587574846251604,-0.06136010507930084,-0.12527820094961772,-0.0788036888614087,-0.041311983178402845,0.014058707122431326,0.03718797623596633,0.0660136309893531,0.027169768738799886,0.04622964555557223,0.01051126063189264,-0.014270110710013537,-0.021387850003937565,-0.022594662067227055,0.03385019142947259,0.019384273606088943,0.0003574124775238621,-0.007989383931774893,0.01693306662561248,0.013708228680934617,0.0007398966363748663,0.013528327241167447,0.023780341839175496,0.023121355511963915,-0.004091708926490228,-0.03935412043539696,-0.014712390855314249,-0.00820199592633126
PCA Component 25,-0.00813355141088134,0.08659360441158291,-0.06683776623116883,-0.0937784765389979,-0.02804446897622314,0.06851174344388625,0.08946980789431913,0.008728827617231288,-0.01120959281173009,-0.03545095909486709,-0.11990933184471386,-0.19935810647994898,-0.09409419543548855,0.12148961943313824,0.2235614242732981,0.1891506799505716,-0.07237227333599205,-0.32110880538506664,0.27948434854086746,-0.10399059166948725,-0.011060366219301843,0.005088231010069805,0.003530142827741458,0.03683131539224885,-0.008672766734301507,-0.19781229865028846,0.21445295295258732,-0.05844728546915298,-0.030263956282637228,0.05599253139342249,-0.032699873946771874,0.054140035389617674,-0.12336393870580425,-0.1385951568022244,0.09061503221459537,0.1843426339905824,0.15040314379525963,0.057215514517228415,-0.02971718518545733,-0.06233234526087774,-0.10124233873200539,-0.1411210844731268,-0.10711733913537899,-0.11024271166759907,-0.05394440339514862,-0.008057600986533867,0.07274316730651151,0.11404933114530645,0.14238383896403425,0.12651776398248435,0.10792198094343763,0.09383446946737997,0.09873119430287175,0.022558538866924317,-0.08139400080464361,-0.19988006372263717,-0.38495289880957967,0.005918518915551178,0.23316489087632045,-0.08232450267089564
PCA Component 26,0.003179184530218488,-0.2814567066278662,-0.009976122769688525,0.11634246538302438,0.14286652337378514,0.17130859044404323,0.15221551653387005,-0.03810716734626979,-0.054420925284318473,-0.18899535397082634,-0.16951448890696885,-0.12461252471325397,-0.018751201138322182,0.18035126737308504,0.24104635601800148,0.21138804067171935,-0.028960627757368948,-0.4407119025987799,0.12130474193658741,-0.010899607385242233,0.05262147132160015,0.0067101143878564445,0.0038505738704836673,0.015706265508978176,-0.09087291401464916,0.03519898009414964,0.003940449959171213,-0.03513272767650828,0.032610523252514415,0.008814351671784876,-0.010358811928624131,0.05368254087514154,-0.23395828182734985,0.27798600900891124,-0.01927647424174128,-0.06083653584914259,-0.09069026681140313,-0.0013727646327127974,-0.014293711578571872,0.01877544845822471,0.031062731622932938,0.023748878030227072,0.07585702567842315,0.0731587713425966,0.06251486838087794,0.011530627008325134,-0.00905326088041692,-0.04692814885310233,-0.09056612893762715,-0.09940792980625551,-0.08463777635384132,-0.08986473370643917,-0.09516482027841079,-0.049146651324610185,0.06432813616967967,0.19448859978128152,0.2891734378652455,-0.01844857209076764,-0.21278429295181825,0.08042272075697589
PCA Component 27,-0.004756609128831771,0.3553450011331697,0.027550294460688424,-0.3010839779920483,-0.2692381401918463,-0.1342323649209768,0.0486505640153211,0.10291836604158863,0.08008376944978102,0.26432383537064325,0.1534401733055649,0.000719009607723517,-0.20922932763125038,-0.2106530033595935,-0.17844034660270217,0.4480061603467997,-0.15084769181553956,-0.1440788649036772,0.07276410534775635,0.013127469323070393,-0.04719581069427796,0.02305094680285008,0.019854267760515243,-0.01351799634957035,0.034984368831879754,0.0815138021158332,-0.11761217779830484,-0.04087501850271792,0.050266087342404814,-0.02294031211578476,0.00010743498710519273,0.038636782009759056,-0.1342641711863452,0.27443029893523674,-0.11885147216618655,-0.04833866867654289,-0.08068378725723765,-0.00582824635080445,0.03288757365593759,0.009745419570108937,-0.008692971728338057,-0.053047287506073695,-0.06551838396855397,0.005400421934611627,0.05749558802259818,0.08580339434555591,0.05702959391014065,0.034864448917701726,0.03683826553956866,0.00025626231700645596,-0.011645380888543055,-0.03352238865458568,-0.04641691332605892,-0.07238387447504738,-0.05757949358087666,-0.00563240765925771,0.13060163808404399,-0.015753186690113274,-0.07832853914223167,0.03744996345939341
PCA Component 28,-0.0009756395927835525,-0.20320593103418458,0.092227560466636,0.09873574113520074,0.1043154649400092,0.04281509308126927,-0.06141398725878123,-0.026150240844297873,-2.4453447755283172e-05,0.03372475344108659,-0.16243032559581017,-0.03872377959599451,0.006843220418557797,0.06821227331804411,0.0972929493843005,0.19466674085173508,-0.4776480066162649,0.376115980078003,-0.1480910477297623,0.039888886836897536,-0.022727620668934086,0.02515193607099319,-0.027827624453142852,-0.0116824938271897,0.07924241055208237,-0.02156240106830909,-0.027032537583905593,0.01902919652368943,-0.045352185938182604,0.017849498247911898,-0.0037372079389956722,0.018488260404143343,-0.14292602520636621,0.3272352625644987,-0.2815726193734097,-0.13893524094601958,0.0044109947616186446,0.1520017685337261,0.1427473792761361,0.12350592804839389,0.09543165195572609,-0.03025087118852353,-0.060184019510177524,-0.1401622777745127,-0.14743383417685085,-0.10222697576868124,-0.04491128892916699,-0.003365793231879438,0.039074281817432735,0.04708298236131006,0.026210904063666773,0.03551048025617355,0.09442706794560518,0.14369457608662345,-0.01004490698521493,-0.057562215873588785,-0.1630719492842238,0.035723925314626676,0.11818533256591153,-0.05979142159196335
PCA Component 29,-0.0036793709570503677,0.276965037555838,-0.12727897424073958,-0.26526250633986714,-0.13911547560970994,0.04954594292690068,0.09661721666409878,0.28363833385945586,0.08993794334363577,-0.0959745481075297,-0.20134814961105055,-0.3281438725532818,-0.005714733493508331,0.40144346214181753,0.18821180062047552,-0.2227806880395791,-0.19733799057245488,0.3125604864154735,-0.10961926691967805,-0.005544526047456588,0.009109516648268853,0.0002177891162993273,-0.04464740878740936,0.004305867318472961,0.09989355633638844,-0.03331650165480421,-0.05255110445022387,0.06194002765750092,-0.019340349725336214,-0.024798283877789318,0.012310650797701356,0.019540531593032484,-0.037469179741982384,-0.01721629926420451,0.05544550503098909,0.11838441220714596,0.021935180961190112,-0.09602971797884001,-0.08681924500844901,-0.050519701355425294,-0.07170744920851244,0.009435187178860355,0.006511510020001235,0.02373362657949918,0.028782327373184424,0.05833312500231087,0.033788688953194285,0.04192693774014636,0.03487880772759975,0.003581676959345234,-0.03829936752482839,-0.044616340976108504,-0.05743065621946292,-0.09822635170653056,-0.018048110841515752,0.0573897248076964,0.175093947660233,0.032491563650545285,-0.1823973732490721,0.07471891908863326
