,axial_max,tang_max,index_of_axm,index_of_tnm,axial_in_mxt,tang_in_mxa,cone_angl,label
301,-12.8872979066843,-3.78945139584498,1,36,-12.5947680741529,-8.36801528124389,12,0
302,-12.8486947373443,-3.09585188034548,2,37,-12.5456695262831,-9.19507315692063,12,0
303,-12.7062534861694,-2.46627733629212,3,39,-12.5403845523014,1.07225201598107,12,0
304,-12.6075072248016,-1.83007961950835,3,39,-12.541188122928,1.05866005908736,12,0
305,-12.5526033979699,-1.09234353842686,11,38,-12.5418581455556,-0.993690537922018,12,0
306,-15.1682253067505,-16.3652384097739,28,35,-4.50048695477744,-15.3786157504597,13,1
307,-14.8238549407973,-16.3701015770259,27,36,-4.87018336926611,-15.5499538243181,13,1
308,-14.982625649108,-16.4707615712692,27,37,-5.47197136485439,-15.2857809864612,13,1
309,-14.8169250743036,-16.1851332089309,27,37,-5.61901417271234,-15.0226528265204,13,1
310,-14.2072287652552,-15.2384391628871,28,51,-12.3500644728094,-14.5602267953083,13,1
311,-13.9866708867374,-14.6470113479507,27,52,-12.7966416644146,-14.0598389641767,13,1
312,-13.5570736834943,-13.9712704616381,27,49,-11.2038886764896,-13.3034778138431,13,1
313,-13.337701615861,-13.3402418305258,27,50,-11.8036081879484,-12.7210426166195,13,1
314,-13.0703468242059,-12.8520151060296,28,47,-10.1932531176225,-11.9180362091419,13,1
315,-13.0138336222227,-12.1843842115286,27,47,-10.2822804452925,-11.3996416982565,13,1
316,-12.9054004921563,-12.3928368791737,27,37,-6.71595595231428,-9.60302880428848,13,1
317,-12.9714583232094,-12.4429570331718,27,37,-6.71245375063306,-8.88438186857568,13,1
318,-12.997967307074,-11.9041249576897,27,36,-6.40045610444348,-9.19500320452143,13,1
319,-12.5524449798453,-11.419075798554,26,40,-8.69569402172629,-8.68952224548987,13,1
320,-12.2785183560108,-10.8886202882589,24,39,-8.12372306146162,-8.103469157993,13,1
321,-11.7605650018064,-10.09712129405,25,39,-8.23678240106049,-7.49293343236723,13,1
322,-11.4848594546161,-9.60474111651857,23,38,-7.69119924539542,-7.30379063096199,13,1
323,-11.4121418339839,-9.15633723266829,21,36,-6.80776408954484,-6.83051296358861,13,1
324,-11.6868413961845,-8.84095484047213,23,36,-7.04087899194611,-6.48408493481412,13,1
325,-11.8614224297277,-7.97303512222133,21,39,-9.07369305808641,-6.25986265558862,13,1
326,-12.3622487008749,-7.45720895647978,23,41,-10.5010723126177,-5.58858383538449,13,1
327,-12.3290728800221,-7.41429175369754,22,40,-10.4552885831752,-5.48304910008203,13,1
328,-12.8037273877459,-6.93663724659538,22,40,-10.3163788904513,-5.36579323551225,13,0
329,-12.6752993017324,-6.45602594482304,21,41,-10.3688274926575,-5.25064475402559,13,0
330,-11.7581446883116,-6.29837431168926,20,38,-10.2066672944063,-4.49463945012285,13,0
331,-12.2356721379635,-6.26319087191782,13,35,-10.7861833034518,-4.78636504632339,13,0
332,-12.4307913021677,-7.61840029885007,10,33,-12.1234977501152,-5.39058357168544,13,0
333,-12.757103742306,-6.73494201147773,1,34,-12.7257131667709,-7.40559929152547,13,0
334,-13.0189869461501,-5.72871744378168,1,35,-12.8912408003476,-7.72228619176179,13,0
335,-13.3270249566612,-4.35931424067746,1,37,-12.9397829985703,-7.99879135557578,13,0
336,-13.3002565243771,-3.45838531186918,1,38,-12.9581746646176,-7.87743649502637,13,0
337,-13.1559028531045,-2.84714158410986,3,38,-12.9897791413799,1.4102850865852,13,0
338,-13.0252880304768,-2.24205457612812,3,39,-12.9613728652849,0.97400250426298,13,0
339,-12.9994298335637,-1.53755890316729,10,39,-12.9936552437803,-1.53099914705204,13,0
340,-14.5245278934503,-16.0054237959567,27,35,-4.50081429060725,-15.2142699576985,14,1
341,-14.4795089587323,-15.9641681961678,27,37,-5.22397506161926,-15.2348671587865,14,1
342,-14.5572840705147,-15.799690672579,27,35,-4.47358146370702,-15.0268482862389,14,1
343,-14.0642179503357,-15.5700988696721,27,53,-13.4714500041805,-11.3320675698823,14,1
344,-13.8884789241107,-14.7614270941242,27,53,-13.1051652754099,-14.1990686519189,14,1
345,-13.5819680864729,-14.2059186366441,28,51,-12.1157730921687,-13.216262482271,14,1
346,-13.1364119505356,-13.5446307148309,28,49,-11.10916037902,-12.5689195043939,14,1
347,-13.1089873571033,-13.0311551948798,27,49,-11.1818584189582,-12.3193405763722,14,1
348,-12.8306551441794,-12.3511110323443,27,48,-10.841352275226,-11.6686103609634,14,1
349,-12.5627149909275,-11.6650263873651,27,46,-10.1583998982394,-10.8433111351337,14,1
350,-12.8496035885888,-11.8961084069595,27,41,-8.21509129456954,-9.51858720787952,14,1
351,-12.807854879395,-11.7606628442741,27,40,-7.86300365755006,-9.09228139404344,14,1
352,-12.7040815744243,-11.6701116602681,26,40,-7.91675463248713,-8.71902220036963,14,1
353,-12.4584123803842,-11.320138175918,25,39,-7.67813952056866,-8.45118663935492,14,1
354,-12.2350761423669,-10.7904716026114,26,40,-8.48861246461065,-7.53445376181218,14,1
355,-11.7627787461446,-10.4209721338472,25,39,-8.19499230003634,-7.13336280889156,14,1
356,-11.5334701054013,-10.1773482388506,23,39,-8.31304826666891,-7.30705245708057,14,1
357,-11.2736800771589,-9.65755741565818,21,38,-8.15593663970304,-7.11960036623709,14,1
358,-11.1815176372398,-9.40250458632465,22,37,-7.9150631215619,-6.64165256633057,14,1
359,-11.2106604492941,-9.13083637437364,20,38,-8.623310608125,-6.61507286968907,14,1
360,-11.4349348622071,-7.94998055484761,21,40,-9.70572501891771,-6.03814540347093,14,1
361,-11.5167103738268,-7.13600001791466,21,41,-10.2737142972215,-5.79178229876031,14,1
362,-11.5415042178321,-6.62758911207978,18,41,-10.6089451842649,-5.74076197711287,14,0
363,-11.4876572012165,-6.41275142356433,18,41,-10.670719806183,-5.44898578063315,14,0
364,-11.7734341067389,-6.21887907951684,18,40,-10.6079583739835,-5.08431640928454,14,0
365,-12.0247039334267,-6.35822150021121,13,38,-11.2027572038505,-5.61792819356328,14,0
366,-12.2051038606905,-8.09004144703286,9,33,-11.9178288782983,-6.89105160758352,14,0
367,-12.6233811182228,-6.86142452552741,1,34,-12.4769906530185,-7.07176147152477,14,0
368,-12.8851130413432,-5.85392034939748,1,36,-12.7132348522439,-7.58134255991507,14,0
369,-13.1496993569413,-4.37622111392471,1,36,-12.8656703688891,-7.77864625955216,14,0
370,-13.0671728323106,-3.43895834440581,1,37,-12.8131847415176,-8.30774719939949,14,0
371,-12.9827375247712,-2.85515267730717,2,39,-12.8018543246783,-4.70949119164359,14,0
372,-12.8854741003982,-2.18012026987272,4,39,-12.8256940043828,0.880770325275156,14,0
373,-12.8929709367069,-1.54120411002032,11,39,-12.8929709367069,-1.54120411002032,14,0
374,-12.9415492546391,-13.7513547021606,28,39,-5.17830663906227,-11.5249745550411,15,1
375,-12.9531154928773,-13.798039659981,27,39,-5.3371562288336,-11.3696148278416,15,1
376,-12.8082676476396,-13.7677630560602,28,39,-5.34161673807955,-10.9007378375631,15,1
377,-12.6233331111851,-13.3155104542888,27,38,-5.37165522174249,-10.8330179051582,15,1
378,-12.2694634119111,-12.709757471174,28,40,-6.30991552674532,-10.3418813220374,15,1
379,-12.0392388479468,-11.9767345231247,26,39,-6.33252058864626,-10.2286695132767,15,1
380,-11.9095722082106,-11.2810641553273,27,41,-7.22485440654739,-9.98126928309321,15,1
381,-11.8627250634181,-10.7097530434158,27,41,-7.62267604303216,-9.27382314625896,15,1
382,-11.5189976833869,-10.0969113554245,27,44,-8.76884045561576,-9.11906105740074,15,1
383,-11.5306278662388,-10.9853570174176,25,38,-7.07786986098614,-8.76581639987437,15,1
384,-11.8628679386952,-10.8245345096279,25,39,-7.13188417752605,-8.20596517459645,15,1
385,-11.8569926511186,-10.6629996216583,25,38,-6.95725214064286,-7.71424504282643,15,1
386,-11.7026896928817,-10.4809006083405,26,38,-7.03405812943167,-7.32303481864702,15,1
387,-11.5588244884138,-10.0459256086235,24,37,-6.76445450343066,-7.26096890151088,15,1
388,-11.3766602021379,-9.57759020703022,25,38,-7.26962917624378,-6.81369331576586,15,1
389,-11.3711812871145,-9.1421215411113,24,37,-6.95586395085537,-6.5218242581518,15,1
390,-11.3163692972477,-9.03424004309224,23,38,-7.51166977342921,-6.69016694909738,15,1
391,-11.1812977300338,-8.52302627922094,25,37,-7.36246983756658,-6.12562964781366,15,1
392,-11.1160795255827,-8.27757619045219,23,37,-7.50994648648049,-5.94496336140367,15,1
393,-11.2107284803781,-7.98636193329548,23,36,-7.16947375129406,-5.78132162456062,15,1
394,-11.4610507219196,-6.8175642947926,22,41,-9.95155213487757,-5.48863038687465,15,1
395,-11.3099675569539,-6.49913423622162,20,40,-9.8679349347215,-5.07662089846163,15,1
396,-11.2016154601818,-6.11809239896776,18,40,-10.0746624496156,-5.24348441356145,15,0
397,-11.1990459293201,-5.91173003930146,19,39,-10.00782336172,-4.60112013175625,15,0
398,-11.5929474821754,-5.72915858783219,16,39,-10.6970246915384,-4.92235458941651,15,0
399,-11.9778632534651,-6.54734890231746,16,35,-10.8986106878631,-4.35299983547952,15,0
400,-12.1582161862376,-6.82879885919219,6,34,-12.1582161862376,-6.82879885919219,15,0
401,-12.6592542362851,-5.99447879223904,30,34,-10.0490832344094,-1.47494089629058,15,0
402,-13.1173606905777,-4.98636361336433,1,35,-12.8895862837366,-8.71250277381166,15,0
403,-13.3457392371942,-3.95201678536515,1,35,-13.0355577972465,-7.93602322047139,15,0
404,-13.2622229482236,-3.04754053491895,1,38,-12.9801898788726,-9.03579296498696,15,0
405,-13.1378968255969,-2.53184310379174,2,39,-12.9847244902122,-3.72316227297765,15,0
406,-13.022848913764,-1.82142283813687,9,39,-12.9973509526726,-1.65753250317324,15,0
407,-13.0400966450342,-0.993997805311005,9,39,-13.0276567136762,-0.869915491583213,15,0
408,-15.7742060542513,-16.6314044523535,28,50,-12.4724788515993,-15.5541092086056,4,1
409,-15.7680800142281,-16.5997315260548,28,51,-13.3244238314048,-15.3092910949793,4,1
410,-15.6212623520985,-16.467690703899,28,50,-12.4445817093532,-15.1473421847724,4,1
411,-15.1917939532134,-15.9872157526258,27,49,-11.6258310995851,-15.1911413759167,4,1
412,-14.4344382034579,-15.190156756157,28,50,-12.2801372376279,-13.8654097035347,4,1
413,-14.2370069549609,-14.3286901420634,27,49,-11.6584288692199,-13.4666102028123,4,1
414,-13.593763089412,-13.5176111807831,27,47,-10.5690157407027,-12.7707695304043,4,1
415,-13.1947786539156,-12.7484892863139,28,48,-11.1334912267441,-11.7698072024671,4,1
416,-12.9946869708245,-12.1782920578038,27,47,-10.8337281702314,-11.4674038006958,4,1
417,-12.7935140894175,-11.9774060300765,27,43,-9.3603565758664,-10.1301557647525,4,1
418,-12.7665700680959,-11.585248821595,27,43,-9.61102657182678,-9.21639371707633,4,1
419,-12.4555638615702,-11.1786360878443,26,43,-9.74648538698262,-9.00792769266621,4,1
420,-12.1618320858112,-10.9328666652899,26,41,-8.84268721234223,-8.73019873921637,4,1
421,-12.03659939385,-10.168776901333,27,42,-9.54862861840418,-8.09641767697939,4,1
422,-11.7206564884067,-9.3149095706979,23,41,-8.9361480212031,-7.82825206241931,4,1
423,-11.5011761292588,-8.51680719996448,23,43,-9.9877681931238,-7.21842894148032,4,0
424,-11.2708804174225,-8.1223604829355,23,42,-9.6726235922891,-6.94846077252692,4,0
425,-11.3541843789985,-7.654271675013,19,41,-9.82021856296704,-6.93925174144834,4,0
426,-11.3215639134517,-7.50619776669173,18,40,-9.64096137117673,-6.80353844369381,4,0
427,-11.3888964714169,-7.30648894178671,17,40,-10.1754887207202,-6.54989199633993,4,0
428,-11.5139833682899,-7.32887785867858,17,39,-10.2558881933032,-6.23267012835137,4,0
429,-11.5448856384669,-7.36661813345923,17,38,-9.92243793514561,-5.83018178845688,4,0
430,-11.5517287238716,-7.19905978520503,16,38,-10.1616214277199,-5.71084478027502,4,0
431,-11.7056503856163,-7.23745447311173,16,36,-9.67991248873962,-5.46926537267879,4,0
432,-14.6479200285283,-16.2688415421948,27,51,-12.7620866054544,-14.9742769906601,5,1
433,-14.7729237427621,-16.2177590729944,27,51,-12.7626275757548,-14.8870262597045,5,1
434,-14.3052126974709,-16.0699015041923,27,51,-12.6922549486619,-14.9112154206428,5,1
435,-14.2448386462757,-15.6731067493953,27,50,-11.8893273730442,-14.3824046149868,5,1
436,-13.412343162656,-14.8317653729865,26,51,-12.4332801117893,-14.1015528343059,5,1
437,-13.2889004463703,-14.0418913044791,27,47,-10.2789349307476,-12.9481642237854,5,1
438,-12.7677672391406,-13.3290639972113,25,47,-10.2590975886309,-12.7469305101383,5,1
439,-12.6917140225301,-12.6251424476394,26,46,-10.2734240738742,-11.9098661853963,5,1
440,-12.3754923510572,-11.9301072393761,28,47,-10.5469038433349,-10.9957167129541,5,1
441,-12.2957425877113,-11.613385788847,27,42,-8.79733205897028,-10.2098480603317,5,1
442,-12.3278509438449,-11.3963980509328,24,42,-9.29086748371377,-9.6733487641062,5,1
443,-12.1464760999958,-11.0662798953223,25,42,-9.37509730208216,-8.99212605401462,5,1
444,-12.1229460693665,-10.860589318092,26,41,-8.85166081281267,-8.59024101935293,5,1
445,-11.9082808825197,-10.1381249955359,24,41,-9.04515044677676,-8.40152519562644,5,1
446,-11.7553863872556,-9.48157970341987,25,40,-8.24953520698543,-7.62435949463147,5,1
447,-11.4941270116831,-8.80645624171967,24,40,-8.4690342085449,-7.33746237046566,5,1
448,-11.3516522745301,-8.46277948577732,24,42,-9.38847902833038,-6.99095316438705,5,1
449,-11.3393043801927,-7.8136140758584,23,42,-9.75012042780261,-6.5069137386789,5,1
450,-11.5276286126411,-7.71362195088682,25,41,-9.80109591670606,-5.86035355112406,5,0
451,-11.5368066576769,-7.583753097975,21,40,-9.70754617796634,-5.94499386876738,5,0
452,-11.616512050941,-7.45149689140608,21,40,-10.0963431870481,-5.53954348163438,5,0
453,-11.4925099010254,-7.32284116378554,21,38,-9.43395744810008,-5.12835032954648,5,0
454,-11.3700993665436,-7.22546692809602,19,38,-10.1227364396519,-5.15751824811352,5,0
455,-11.3971981868084,-7.18875072905141,15,37,-10.2849833143686,-5.74534336334548,5,0
456,-11.4002652649192,-7.37132886371947,15,35,-9.59245164276362,-5.19119658708195,5,0
457,-13.0567981744042,-8.65097261476711,1,32,-12.1311272695674,-7.53637811579776,5,0
458,-13.3805047540179,-7.78472401571206,1,32,-12.6675916344307,-7.65879730958575,5,0
459,-13.51083760468,-6.3909604637278,1,33,-12.7904887075778,-7.2028341197611,5,0
460,-13.4066962067141,-5.28678920908096,2,34,-12.8462828702828,-4.37907219391742,5,0
461,-13.3237169041551,-3.87427561129034,1,36,-12.7795168675284,-7.45700414786705,5,0
462,-13.1304793908017,-3.09961077703332,2,37,-12.7304002471701,-4.23253748920873,5,0
463,-12.9458373481828,-2.50663164432034,2,38,-12.7104820243547,-4.26443339772748,5,0
464,-12.8038391194738,-1.94481299324143,3,40,-12.6822053076717,0.99765105518548,5,0
465,-12.7387811824539,-1.16681472458665,11,38,-12.7125019487852,-1.15040018295934,5,0
466,-15.1339168743866,-16.1658236695556,28,52,-13.4536974643305,-14.8793915396485,6,1
467,-15.177516040373,-16.3499059753964,27,52,-13.5084524217308,-15.7859655048383,6,1
468,-15.0347284486035,-16.0951307198961,28,52,-13.4797230151974,-15.1072235132271,6,1
469,-14.7902497735697,-15.756694675128,27,52,-13.2596088152513,-15.3492256579053,6,1
470,-14.2096770998057,-15.1298650144921,27,52,-13.0496177653442,-14.3384215784968,6,1
471,-14.0459184693785,-14.3744816078246,27,50,-12.1035643224855,-13.6029484009069,6,1
472,-13.3846132123359,-13.3782109968995,26,46,-10.0092253206497,-12.875330812148,6,1
473,-13.2544322670013,-12.9282915060465,27,47,-10.4809833512671,-12.1807556757717,6,1
474,-12.7817717938984,-12.2144176603165,26,48,-11.2607531882244,-11.6852229184606,6,1
475,-12.6818123279916,-12.0330010560982,27,43,-9.10203811829629,-10.7029157231875,6,1
476,-12.5572514593277,-11.6584080119804,27,42,-8.96092066319617,-9.45044793276995,6,1
477,-12.5090592505458,-11.2677729359894,26,42,-9.22691548984701,-9.13616131453268,6,1
478,-12.4212857722488,-11.2161861561683,27,42,-9.30413159113709,-8.87385818828827,6,1
479,-12.1933823808089,-10.4664838828642,25,41,-8.704736003142,-8.48240198416048,6,1
480,-11.7678069073727,-9.63414511969855,25,41,-8.86229968460531,-7.76134458450222,6,1
481,-11.3354007273752,-8.77590112632181,25,40,-8.38588700688658,-7.3024287938952,6,1
482,-11.0332267311431,-8.06413180485318,22,41,-8.98220861672458,-6.91699659971369,6,1
483,-11.2868032898965,-7.6731883950309,23,42,-9.73432762839646,-6.38326545969077,6,1
484,-11.5841813284296,-7.58645279500142,23,42,-10.3617466502939,-6.18626001412287,6,1
485,-11.6145305031132,-7.47367244104165,23,40,-9.88752284659069,-5.61996117550037,6,0
486,-11.819620345194,-7.30599060339476,23,41,-10.4811569903077,-5.29478818108996,6,0
487,-11.7938169111295,-7.25114776712582,23,39,-10.1131711876815,-5.05082388991115,6,0
488,-11.8465754388507,-7.06928084041399,21,37,-9.93469887570391,-4.73753172565055,6,0
489,-11.7612424682243,-7.00102072312521,17,36,-10.1527328051425,-4.93643369518138,6,0
490,-15.5156803451352,-16.2746868939744,28,52,-13.5369109540843,-15.424312578753,7,1
491,-15.5145037703951,-16.1905813708874,27,51,-12.8613340313781,-15.7078397049808,7,1
492,-15.3228764547174,-16.3437281041345,28,50,-12.0815845012252,-15.5246080457178,7,1
493,-15.1242521923217,-16.1179081641676,28,51,-12.9109716980856,-15.1412494551938,7,1
494,-14.592832799201,-15.576059199079,27,49,-10.5108823184251,-14.8899877329945,7,1
495,-14.39980037159,-14.8127269053277,28,50,-11.0778969666875,-13.7133895641107,7,1
496,-11.8342993030136,-13.9366556283333,23,48,-10.9655226151587,-13.6812355293267,7,1
497,-12.7410007183062,-13.266856302535,28,48,-11.2205207196038,-12.3640269997404,7,1
498,-12.3814387230347,-12.5530902046641,25,49,-11.6250125289537,-12.1542982402729,7,1
499,-12.8193866185899,-12.2413136407977,25,45,-10.5441171696415,-11.0285361374948,7,1
500,-12.8087517242348,-11.8612748769719,26,43,-9.78923769091766,-9.77351297395387,7,1
501,-12.8732914884506,-11.6625853236534,27,42,-9.24023149290076,-9.18461804435347,7,1
502,-13.0456242121499,-11.4596980058299,27,42,-9.40318105714543,-8.9032060946038,7,1
503,-12.7226317226978,-10.8628082675177,26,40,-8.52071881594756,-8.47297834447062,7,1
504,-12.2204278037661,-10.1774310881239,25,40,-8.62121476311641,-7.76269583962366,7,1
505,-11.5747833274623,-9.10668700289692,23,40,-8.84948265634899,-7.33941461660831,7,1
506,-11.2625891886863,-8.63459143629492,22,38,-7.99937610390357,-7.16241270228431,7,1
507,-11.4550287600079,-7.93964665314192,25,40,-8.96765028868678,-6.44245548129753,7,1
508,-11.8373746261262,-7.69985560231659,23,41,-9.80220486282746,-6.22279345405486,7,1
509,-11.9676841968914,-7.59362873922043,22,41,-10.3690831084208,-5.86708799137618,7,1
510,-12.2310443689017,-7.52804302653279,22,39,-9.84157483775131,-5.5228764553925,7,0
511,-12.1978898412775,-7.48198224193152,22,39,-10.344636771084,-5.30420608481141,7,0
512,-12.2910536860878,-7.21366704733694,22,38,-10.3069966526392,-4.86071225273143,7,0
513,-12.352753982183,-7.05645439674804,18,37,-10.4578828535607,-4.91845504596497,7,0
514,-14.921455013813,-15.9321232885987,28,52,-13.0640121892847,-15.1836074288485,8,1
515,-14.8643543155009,-15.920604685787,28,53,-13.6940360762456,-15.0615707288977,8,1
516,-14.4762602152731,-15.8892430553965,28,51,-12.2769808371958,-14.969331790943,8,1
517,-14.4516244942602,-15.6327923515216,28,49,-10.8574188407692,-14.5609706194621,8,1
518,-13.8952089606228,-15.0116478696447,27,51,-12.1656460413439,-14.2114888335122,8,1
519,-13.4139148233222,-14.3192491799877,26,50,-11.6717118576114,-13.8619716889662,8,1
520,-13.1251213357258,-13.5357702807443,28,46,-9.91076028218351,-12.5901344989306,8,1
521,-12.9511447910984,-12.9137158882914,27,47,-10.4303903771524,-12.165425004102,8,1
522,-12.5121678662956,-12.3699575486517,28,46,-10.0018504166616,-11.3423976196959,8,1
523,-12.5373818766635,-12.2752703835949,27,43,-9.19087118407492,-10.3245623801593,8,1
524,-12.4230286832889,-11.8462156491528,26,42,-9.03385074351679,-9.43466521483164,8,1
525,-12.3589607706534,-11.6241316897748,27,41,-8.60805321813946,-8.93361434680234,8,1
526,-12.3223514375517,-11.2420996177327,26,41,-8.69752299244105,-8.6826042361737,8,1
527,-12.074240680987,-10.7095547142141,26,40,-8.398520157403,-8.36984824897984,8,1
528,-11.4046215507282,-9.67691929504131,24,40,-8.44666118426758,-7.89149002511895,8,1
529,-11.1352100597925,-8.83683181007158,23,39,-8.199073530234,-7.26418083080667,8,1
530,-11.0640726891572,-8.67488428204662,22,39,-8.25300230694482,-6.937821662511,8,1
531,-11.1403463674004,-8.03048822581127,22,41,-9.72624812894552,-6.48657230072621,8,1
532,-11.4304660120931,-7.59069697032458,25,41,-10.2595729483414,-5.9152395402775,8,1
533,-11.4803460981467,-7.38175519385839,20,39,-9.78575442035203,-5.9806571309999,8,1
534,-11.632729354045,-7.2665762049865,23,39,-10.1195858653717,-5.17882225908367,8,1
535,-11.6167389347185,-7.21380527857829,20,38,-9.96787010378867,-5.22720188624563,8,0
536,-11.4058530828646,-6.92286075253187,17,37,-10.3408947966956,-5.19440862900855,8,0
537,-11.5547195338651,-6.85502870129576,11,36,-10.6539505133765,-6.416555101165,8,0
538,-14.2917893793884,-16.0889374585232,28,52,-12.7888334983067,-15.3829818843978,9,1
539,-14.3124823774256,-16.1148490356673,27,52,-12.8990277140874,-15.7517831763263,9,1
540,-14.0742196662261,-15.9770781991581,28,52,-12.7853091411492,-14.9933715507294,9,1
541,-13.8693380111175,-15.7367943524769,27,51,-12.2912418645596,-15.0161279438867,9,1
542,-13.4885215888483,-15.0479253365794,28,52,-12.3968024995048,-13.8513325769449,9,1
543,-13.4876887806445,-14.4295993088918,27,48,-10.5392757887942,-13.6456571196343,9,1
544,-12.8742995119412,-13.6276567454613,26,48,-10.5120922405205,-13.0446972640732,9,1
545,-12.7135098431887,-13.0079409641673,27,45,-9.81865256204426,-12.1120067753612,9,1
546,-12.5241767840253,-12.3794084387592,27,48,-10.7599076708795,-11.4697256859376,9,1
547,-12.4900850418119,-12.2327116845021,26,44,-9.2879630614163,-10.4631698898245,9,1
548,-12.2889346846002,-11.7687849818987,26,42,-9.00788750061377,-9.38115699083731,9,1
549,-12.3816052533339,-11.5171981181454,26,41,-8.68044768104786,-8.93453437813744,9,1
550,-12.2359734845248,-11.3805176176763,26,41,-8.82664524846507,-8.69477765434449,9,1
551,-12.0919461599038,-10.7845574593413,27,39,-8.16089895532806,-8.12059833387947,9,1
552,-11.4769245613924,-9.87489090567919,24,39,-8.09483275507773,-7.64775219917462,9,1
553,-11.1377915425661,-9.24161266295628,21,38,-8.21511477488271,-7.31263788581269,9,1
554,-11.0237913426885,-9.05239598645263,22,37,-7.76752653522613,-6.90940831784904,9,1
555,-11.0593614383589,-8.53831029873002,20,38,-8.55517493490352,-6.73677503499292,9,1
556,-11.2186244757915,-7.70278409706156,22,41,-10.0563801775865,-6.23137019790437,9,1
557,-11.5123629104503,-7.345472892757,21,40,-10.0810416169873,-5.93507282203758,9,1
558,-11.6641754391164,-7.31681758254361,23,39,-9.99010902718762,-5.23362049061035,9,0
559,-11.6574569462782,-7.21811801790822,20,39,-10.213033188782,-5.35532552274672,9,0
560,-11.7427335633916,-6.94073687442316,18,38,-10.2041500989526,-5.20656862720407,9,0
561,-11.7811091978419,-6.8660052290346,18,36,-9.36102835916031,-4.84313429047856,9,0
562,-14.2933237870254,-15.8212985376994,27,53,-13.3886791062848,-15.58647895383,10,1
563,-14.5608311124718,-15.7673246168702,28,53,-13.3731684148893,-15.063546122811,10,1
564,-14.3455985768357,-15.654419297592,28,50,-11.3898321307001,-14.9029777362707,10,1
565,-14.1073518941768,-15.4271281087047,28,53,-13.1908251229608,-14.5823504104669,10,1
566,-13.7344587468102,-14.8250449772971,27,51,-11.9829232427795,-14.1833535091551,10,1
567,-13.3816437556691,-14.2430818313672,27,50,-11.4649280073498,-13.7138261745487,10,1
568,-13.1294429379106,-13.5742162014985,28,48,-10.4895177890611,-12.5187484669404,10,1
569,-12.8371490171514,-12.8650791933682,27,48,-10.5541480534828,-12.1619762010042,10,1
570,-12.5538515401261,-12.2956839689289,27,47,-10.2225546351338,-11.6209372412471,10,1
571,-12.544052532536,-11.7697680622752,27,40,-7.79684794758904,-10.4929725428257,10,1
572,-12.3268590163795,-11.9194983958403,26,42,-9.12851355051498,-9.56119980076214,10,1
573,-12.2404187937519,-11.5684393805306,25,41,-8.69897135965047,-9.21189021438068,10,1
574,-12.2889218944039,-11.3167024560679,26,42,-9.35826630513124,-8.79143179957418,10,1
575,-12.065490804069,-10.6680691227272,25,41,-8.85868859272154,-8.45062839650037,10,1
576,-11.5350497810733,-9.88966176199018,24,40,-8.55579587908638,-7.75595305690768,10,1
577,-11.1101257342073,-9.09070952153151,25,38,-7.61807554733873,-7.37882244746532,10,1
578,-10.8539207073844,-8.89908880826597,23,37,-7.36511913855728,-6.89579793011253,10,1
579,-10.901166716808,-8.45942482907759,22,39,-8.80814750069947,-6.49236323408537,10,1
580,-11.3673185168401,-7.68977895914809,25,40,-9.52446666268306,-6.00018380679288,10,1
581,-11.5443731746392,-7.49827411603773,23,40,-9.88026202497778,-5.72864456298641,10,1
582,-11.6752982477815,-7.40104011154169,24,40,-10.2939794438493,-5.06633719399228,10,1
583,-11.6878216610204,-7.13066752115242,20,39,-10.1535326991891,-5.30638182367417,10,0
584,-11.7078803517684,-6.87349775738318,17,38,-10.3815768318608,-5.44084091934008,10,0
585,-11.5066560452406,-6.7171892153598,15,36,-10.0920468897251,-5.29680476749451,10,0
586,-14.7469993562391,-16.3171000246079,28,52,-12.9875405873479,-15.389570019884,11,1
587,-14.8791619219045,-16.2200481960722,28,54,-14.1561315178368,-15.5673233278379,11,1
588,-14.5607076715151,-16.1306365566989,28,52,-13.0415944360546,-15.3053793590485,11,1
589,-14.5590135957766,-15.9606872966605,27,52,-12.8921695722854,-15.3306711144121,11,1
590,-14.1485790974038,-15.4608789796908,28,50,-11.3345600339611,-14.1861766786845,11,1
591,-14.0322537850496,-14.7142548213056,27,51,-11.0450986043463,-13.8355634473953,11,1
592,-13.3837330000042,-13.939153328121,27,51,-11.7032862389252,-13.127981073943,11,1
593,-13.3950158072432,-13.1318185840785,27,48,-10.8167527467836,-12.4453894078487,11,1
594,-12.8928751415003,-12.594754602604,26,47,-10.496927278236,-11.9728685536712,11,1
595,-12.9253613504453,-12.5417383465873,27,44,-9.84816774663189,-10.7332495503834,11,1
596,-13.1921360289137,-12.0885389450724,26,42,-9.35655917869125,-9.67351083067987,11,1
597,-13.2216599432386,-11.7779295958756,25,39,-8.90082836899227,-9.48014355976898,11,1
598,-12.8713867141493,-11.7181013060519,26,41,-9.12137985162328,-9.00996882426568,11,1
599,-12.477971317827,-11.1060676523286,27,40,-8.82077613037588,-8.4755782933826,11,1
600,-11.6386564523269,-10.3641637322052,26,38,-6.84229088205632,-7.86292897291431,11,1
601,-11.1636010413224,-9.48369500198001,25,38,-8.47144765818,-7.37075079599066,11,1
602,-11.172590086516,-9.14114082180483,25,36,-6.77073080007952,-7.08173476360551,11,1
603,-11.0307275487747,-8.61118961819723,24,38,-8.54335881389779,-6.48172049537466,11,1
604,-11.6937561386289,-7.8326246524682,23,39,-8.98404321787836,-6.26564341820167,11,1
